moped_component_id,component_name,component_name_full,component_subtype,component_work_types,type_name,line_geometry,substantial_completion_date,pre_annualized_crash_rate,post_annualized_crash_rate,delta_crash_rate,pre_annualized_fatal_crash_rate,post_annualized_fatal_crash_rate,delta_fatal_crash_rate,pre_annualized_injury_rate,post_annualized_injury_rate,delta_injury_rate,pre_annualized_death_rate,post_annualized_death_rate,delta_death_rate,pre_annualized_cost,post_annualized_cost,delta_comp_cost
1481,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((622539.0095912861 3348427.998446392, 622557.6718315831 3348471.738121073, 622846.4455522902 3348361.138150124))",2018-10-19 05:00:00+00:00,0.2637422150013539,0.25829562435543957,-0.005446590645914351,0.0,0.0,0.0,0.043957035833558984,0.22139624944751965,0.17743921361396067,0.0,0.0,0.0,39385.50410686885,66640.27108370341,27254.76697683456
1482,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((607456.8795285129 3340843.847110034, 607598.6282918723 3340909.413856978, 607675.5495347143 3340969.423945421, 607779.6601215058 3341072.274887787, 607839.1172044559 3341157.89434946, 607900.3094468919 3341281.586784516, 607925.3165318926 3341353.659647747, 607959.229080783 3341531.017006179))",2022-12-19 06:00:00+00:00,0.13677005571121606,1.192374956278419,1.0556049005672028,0.0,0.0,0.0,0.10178236704090497,1.0220356768100733,0.9202533097691684,0.0,0.0,0.0,38233.591969224944,1077736.6211962225,1039503.0292269975
1483,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((607262.5679281156 3340772.161071791, 607098.2456404861 3340678.360252226, 606899.0696014516 3340537.369535995, 606716.6447532894 3340364.367757626, 606600.6426596299 3340223.568783294, 606478.6934015465 3340011.734417975, 606400.8726141512 3339878.087846582, 606308.2511110418 3339780.176307256, 606187.8846161539 3339697.84142242, 606034.446638727 3339610.831535078, 605975.1141052269 3339535.369532209, 605915.316141848 3339421.819525836, 605881.5928250328 3339363.821528442))",2022-12-19 06:00:00+00:00,0.15059637755853336,1.664279902359642,1.5136835248011087,0.0,0.0,0.0,0.16852451774407304,0.47550854353132627,0.30698402578725326,0.0,0.0,0.0,84289.15108231483,329051.9121236778,244762.76104136294
1484,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((608132.4967957748 3342777.142433017, 608100.8726527081 3342505.037331318, 608073.8733997748 3342408.246467107, 608031.3997897339 3342313.118040859, 607981.6815408283 3342193.882437594, 607948.1143809385 3342104.402220783, 607928.0837123197 3342038.450248356, 607923.3573811247 3341970.69657945, 607937.6585070451 3341913.884722164, 607970.8031418177 3341841.397857159, 607995.0936612475 3341781.890706617, 607998.9199730729 3341729.480859619, 607989.2204259409 3341661.051756621, 607958.0681313362 3341545.837772556))",2022-12-19 06:00:00+00:00,0.1456064706993139,1.0463117689185963,0.9007052982192825,0.0,0.0,0.0,0.10345722918109146,0.8719264740988303,0.7684692449177388,0.0,0.0,0.0,38273.427173160446,473630.4607304846,435357.0335573242
1485,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((608132.4967957748 3342777.142433017, 608150.8448328247 3342938.43425228, 608167.1114530172 3343037.857181598, 608188.2573860097 3343096.918025214, 608324.4994801005 3343356.131198297, 608351.0347124439 3343416.413470536, 608396.7790269247 3343556.888891777, 608426.8591313279 3343826.669829209, 608448.6627169977 3343985.409760233, 608505.5204110269 3344072.366421529, 608582.2945333009 3344113.202235128))",2022-12-19 06:00:00+00:00,0.17543528604511535,1.0787595372877183,0.903324251242603,0.0,0.0,0.0,0.1336649798438974,0.5393797686438592,0.40571478879996176,0.0,0.0,0.0,50717.50578951883,573360.6940684223,522643.1882789035
1486,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,New,NA,"MULTILINESTRING ((609261.2518054047 3344816.568077205, 609094.9804713358 3344716.765314676, 609022.7297472307 3344642.735518979, 608960.0009610675 3344531.340427794, 608869.8855295943 3344347.513247506, 608809.3612010231 3344245.218154031, 608772.4933499552 3344211.411331492, 608716.9248102135 3344180.98672094, 608582.2945333009 3344113.202235128))",2022-12-19 06:00:00+00:00,0.13952334131844452,1.0503235082674336,0.9108001669489891,0.0,0.0,0.0,0.13166287138501104,0.7502310773338811,0.61856820594887,0.0,0.0,0.0,45492.46973974635,297241.55283968366,251749.0830999373
1487,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((615611.3341967458 3338533.156885098, 615583.0359516917 3338504.296187135, 615556.5510028723 3338478.958280532))",2019-11-05 06:00:00+00:00,0.20120081171374338,0.4650496562261269,0.2638488445123835,0.0,0.0,0.0,0.17778061140843993,0.4883021390374332,0.31052152762899327,0.0,0.0,0.0,90659.59538182971,175335.34663865546,84675.75125682575
1488,Trail,Trail - Shared Use Path (Paved),Shared Use Path (Paved),NA,NA,"MULTILINESTRING ((615452.0614930695 3338614.724631559, 615471.8548411173 3338604.840655631, 615520.1143429027 3338570.021320029, 615583.0358554027 3338504.296186121, 615671.2409746189 3338419.900827066))",2019-11-05 06:00:00+00:00,0.20174007734924476,0.45662780164536243,0.25488772429611767,0.0008200816152408323,0.0,-0.0008200816152408323,0.17549746566153812,0.4256699845846599,0.25017251892312176,0.0008200816152408323,0.0,-0.0008200816152408323,90368.89359146352,154371.1547731932,64002.261181729686
1489,Bike Lane,Bike Lane - Buffered,Buffered,NA,NA,"MULTILINESTRING ((622460.0058542341 3345556.698808016, 622111.702751933 3344925.524108214))",2024-04-29 05:00:00+00:00,0.13888093981489275,12.834553440702782,12.69567250088789,0.0,0.0,0.0,0.11392577094190422,8.556368960468522,8.442443189526617,0.0,0.0,0.0,52070.58736450405,2866383.6017569546,2814313.0143924505
1490,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623400.3940354158 3352797.190116135, 623162.7365460246 3352927.184393272))",2024-03-18 05:00:00+00:00,0.14161322111112906,NA,NA,0.0,NA,NA,0.07080661055556453,NA,NA,0.0,NA,NA,30942.4888127817,NA,NA
1491,Bike Lane,Bike Lane - Protected One-Way,Protected One-Way,NA,NA,"MULTILINESTRING ((621865.0084018026 3354152.747880196, 621918.3409266225 3354149.060924975, 621948.6726939513 3354130.916160098))",2021-06-03 05:00:00+00:00,0.18240286923311197,0.8301293585105778,0.6477264892774658,0.0,0.0,0.0,0.12436559265893997,0.3320517434042311,0.20768615074529112,0.0,0.0,0.0,45045.217661068054,507707.1156650694,462661.8980040013
1492,Crossing Island,Crossing Island - Ped,Ped,New,NA,"LINESTRING (623205.2198141604 3353410.656523386, 623205.0853883896 3353409.290884767, 623204.6870439593 3353407.977798718, 623204.0401782958 3353406.767539232, 623203.1696540293 3353405.706829393, 623202.1088661541 3353404.83628149, 623200.8985993359 3353404.189386539, 623199.5855055816 3353403.79105616, 623198.2199037503 3353403.656600168, 623196.8542484536 3353403.791044232, 623195.5411068713 3353404.189439566, 623194.3308571003 3353404.836282754, 623193.2701345321 3353405.706828312, 623192.399615117 3353406.767507041, 623191.7527439785 3353407.977795986, 623191.3543816525 3353409.290868217, 623191.2199048656 3353410.656575391, 623191.3543323349 3353412.022213784, 623191.7526781731 3353413.335299307, 623192.3995447363 3353414.545558044, 623193.2700692568 3353415.606267025, 623194.3308567042 3353416.476814094, 623195.5411224766 3353417.12370836, 623196.8542147279 3353417.522038306, 623198.2198148237 3353417.656494187, 623199.5854684218 3353417.52205035, 623200.8986085987 3353417.123655543, 623202.1088574701 3353416.476813103, 623203.1695797807 3353415.606268401, 623204.0400996245 3353414.545590507, 623204.6869718077 3353413.335302247, 623205.0853356392 3353412.022230447, 623205.2198141604 3353410.656523386)",2024-06-03 05:00:00+00:00,0.10355214818139936,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,5281.159557251368,NA,NA
1493,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623479.0418397227 3354226.527097235, 623484.3798696229 3354382.81042036))",2024-03-18 05:00:00+00:00,0.1367431847911592,NA,NA,0.0,NA,NA,0.05860422205335395,NA,NA,0.0,NA,NA,25610.04503731568,NA,NA
1494,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623484.3798696229 3354382.81042036, 623512.9321672174 3354389.645057862, 623510.8836104708 3354405.076485057, 623512.4587992313 3354412.018133129, 623534.7754249945 3354452.702824887, 623576.5139184388 3354529.680084681, 623649.0952647548 3354669.28076338, 623696.2814510318 3354763.931485148, 623718.5323576547 3354802.752865513, 623726.9228761786 3354815.042580275, 623732.4950872159 3354816.620312293, 623741.1734335967 3354813.712824652, 623743.1040333874 3354812.521782085))",2024-03-18 05:00:00+00:00,0.13825308411939305,NA,NA,0.0,NA,NA,0.07505167423624194,NA,NA,0.0,NA,NA,39410.02915026242,NA,NA
1495,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623199.9722612561 3353412.010630527, 623293.9983330183 3353364.510985684, 623375.3583349307 3353319.705713574))",2024-03-18 05:00:00+00:00,0.12608302639978844,NA,NA,0.0,NA,NA,0.06789086036911686,NA,NA,0.0,NA,NA,25711.238691218397,NA,NA
1496,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623162.7365460246 3352927.184393272, 623208.2990443588 3353014.401881928, 623250.0409818646 3353088.256255403, 623374.7989915053 3353321.406567305, 623439.2287415166 3353435.564177528))",2024-03-18 05:00:00+00:00,0.13729035926708116,NA,NA,0.0,NA,NA,0.07920597650023914,NA,NA,0.0,NA,NA,36205.051858259314,NA,NA
1497,Crossing Island,Crossing Island - Bike/Ped,Bike/Ped,NA,NA,"LINESTRING (621499.2489691926 3354388.093782677, 621499.1144472125 3354386.728060102, 621498.716136121 3354385.414931436, 621498.0692459281 3354384.204776803, 621497.1987437865 3354383.143983889, 621496.1379277577 3354382.27349112, 621494.9277784151 3354381.626563615, 621493.6145611885 3354381.228212295, 621492.2489770136 3354381.093743479, 621490.8833788132 3354381.228284532, 621489.5701393515 3354381.626544005, 621488.3600091968 3354382.273458409, 621487.2992345933 3354383.143938438, 621486.4286710912 3354384.204743404, 621485.7818555511 3354385.414903143, 621485.3834405527 3354386.728139082, 621485.2489922297 3354388.093748719, 621485.3835171445 3354389.459360241, 621485.7818296427 3354390.772488382, 621486.4287195025 3354391.982753092, 621487.2992231346 3354393.043434321, 621488.3599413505 3354393.914036013, 621489.5701870355 3354394.560853074, 621490.8833066056 3354394.959202892, 621492.2489839654 3354395.093783494, 621493.6145804628 3354394.959242664, 621494.9277235981 3354394.560871821, 621496.1379477704 3354393.914070064, 621497.1987233524 3354393.043480065, 621498.0692872813 3354391.982675934, 621498.7161038665 3354390.77251688, 621499.1144229829 3354389.45939113, 621499.2489691926 3354388.093782677)",2022-06-01 05:00:00+00:00,0.15837255309346798,1.0547467212128505,0.8963741681193825,0.009898284568341749,0.0,-0.009898284568341749,0.118779414820101,0.5273733606064253,0.40859394578632424,0.009898284568341749,0.0,-0.009898284568341749,65269.2884436455,203566.11719408014,138296.82875043465
1498,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623479.0418397227 3354226.527097235, 623439.2287415166 3353435.564177528))",2024-03-18 05:00:00+00:00,0.16617889984121703,NA,NA,0.0,NA,NA,0.0687636826929174,NA,NA,0.0,NA,NA,31510.957594029394,NA,NA
1499,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (623397.9928683218 3352740.729460498, 623397.8583574455 3352739.363819146, 623397.4600069333 3352738.05072731, 623396.8131182889 3352736.840458118, 623395.9425550217 3352735.779735029, 623394.8818097917 3352734.909171927, 623393.6716693209 3352734.262260453, 623392.3584996568 3352733.863909691, 623390.9928149031 3352733.729432405, 623389.6271677744 3352733.863966995, 623388.31403512 3352734.262342766, 623387.1038933082 3352734.909169001, 623386.0430924721 3352735.779697695, 623385.172598817 3352736.840474382, 623384.5256715415 3352738.050641989, 623384.1273607176 3352739.363819472, 623383.9928574152 3352740.729413262, 623384.127369991 3352742.095054388, 623384.525720657 3352743.408256526, 623385.1725152846 3352744.618413053, 623386.0430775544 3352745.679246112, 623387.1038236091 3352746.549697553, 623388.3140592029 3352747.196609429, 623389.6272273628 3352747.59495976, 623390.992814213 3352747.729435849, 623392.3584583912 3352747.595012309, 623393.671589638 3352747.196637068, 623394.8818279729 3352746.54970184, 623395.9426285538 3352745.679174004, 623396.8131226368 3352744.618398149, 623397.4599547894 3352743.408230142, 623397.8583632858 3352742.095054177, 623397.9928683218 3352740.729460498)",2022-07-15 05:00:00+00:00,0.13180171104662528,24.69295774647887,24.561156035432248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33609.43631688944,1259340.8450704226,1225731.4087535331
1500,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((621868.2597797633 3354208.853138277, 621792.1679157016 3354212.63521562, 621509.4114884606 3354377.946439072))",2024-03-18 05:00:00+00:00,0.11984133649202093,3.296728093268146,3.176886756776125,0.017120190927431563,0.0,-0.017120190927431563,0.05136057278229469,3.296728093268146,3.245367520485851,0.017120190927431563,0.0,-0.017120190927431563,69131.33096496864,1104403.911244829,1035272.5802798603
1501,Sidewalk,Sidewalk - In Street,In Street,New,NA,"MULTILINESTRING ((622020.8568723444 3354096.964956559, 622657.9185399851 3353750.759225025))",2024-06-03 05:00:00+00:00,0.1176300089369822,NA,NA,0.0,NA,NA,0.0627360047663905,NA,NA,0.0,NA,NA,54870.4781688043,NA,NA
1502,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((622916.3961083062 3353729.583353519, 623024.9713188481 3353670.065744957), (623024.9713188481 3353670.065744957, 623139.0588890322 3353607.951169452), (623139.0588890322 3353607.951169452, 623267.3673040287 3353538.571966464), (623208.0230712816 3353428.280087213, 623267.3673040287 3353538.571966464), (623198.2198594125 3353410.656547144, 623208.0230712816 3353428.280087213))",2024-03-18 05:00:00+00:00,0.1020425224798113,NA,NA,0.0,NA,NA,0.05565955771626071,NA,NA,0.0,NA,NA,37959.8183624898,NA,NA
1503,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623139.0588890322 3353607.951169452, 623267.3673040287 3353538.571966464), (623024.9713188481 3353670.065744957, 623139.0588890322 3353607.951169452), (622916.3961083062 3353729.583353519, 623024.9713188481 3353670.065744957), (623198.2198594125 3353410.656547144, 623208.0230712816 3353428.280087213), (623208.0230712816 3353428.280087213, 623267.3673040287 3353538.571966464))",2024-03-18 05:00:00+00:00,0.1020425224798113,NA,NA,0.0,NA,NA,0.05565955771626071,NA,NA,0.0,NA,NA,37959.8183624898,NA,NA
1504,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((622916.3961083062 3353729.583353519, 623024.9713188481 3353670.065744957), (623208.0230712816 3353428.280087213, 623267.3673040287 3353538.571966464), (623139.0588890322 3353607.951169452, 623267.3673040287 3353538.571966464), (623198.2198594125 3353410.656547144, 623208.0230712816 3353428.280087213), (623024.9713188481 3353670.065744957, 623139.0588890322 3353607.951169452))",2024-03-18 05:00:00+00:00,0.1020425224798113,NA,NA,0.0,NA,NA,0.05565955771626071,NA,NA,0.0,NA,NA,37959.8183624898,NA,NA
1506,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623139.0588890322 3353607.951169452, 623267.3673040287 3353538.571966464))",2024-03-18 05:00:00+00:00,0.12063864046099129,NA,NA,0.0,NA,NA,0.08617045747213664,NA,NA,0.0,NA,NA,62990.604412131885,NA,NA
1507,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623208.0230712816 3353428.280087213, 623267.3673040287 3353538.571966464), (623198.2198594125 3353410.656547144, 623208.0230712816 3353428.280087213), (622916.3961083062 3353729.583353519, 623024.9713188481 3353670.065744957), (623024.9713188481 3353670.065744957, 623139.0588890322 3353607.951169452), (623139.0588890322 3353607.951169452, 623267.3673040287 3353538.571966464))",2024-03-18 05:00:00+00:00,0.1020425224798113,NA,NA,0.0,NA,NA,0.05565955771626071,NA,NA,0.0,NA,NA,37959.8183624898,NA,NA
1508,Neighborhood Bikeway,Neighborhood Bikeway,NA,New,NA,"MULTILINESTRING ((623208.0230712816 3353428.280087213, 623267.3673040287 3353538.571966464), (623139.0588890322 3353607.951169452, 623267.3673040287 3353538.571966464), (623198.2198594125 3353410.656547144, 623208.0230712816 3353428.280087213), (623024.9713188481 3353670.065744957, 623139.0588890322 3353607.951169452), (622916.3961083062 3353729.583353519, 623024.9713188481 3353670.065744957))",2024-03-18 05:00:00+00:00,0.1020425224798113,NA,NA,0.0,NA,NA,0.05565955771626071,NA,NA,0.0,NA,NA,37959.8183624898,NA,NA
1509,Intersection,Intersection - Improvement,Improvement,NA,NA,"LINESTRING (623299.810141126 3353162.617912539, 623299.6756261786 3353161.252271845, 623299.2772835017 3353159.939071884, 623298.6304105895 3353158.728918173, 623297.7598753071 3353157.668090674, 623296.699068113 3353156.79764525, 623295.4888742859 3353156.150741844, 623294.1757531487 3353155.7524011, 623292.8101207708 3353155.617934308, 623291.4445291026 3353155.752368642, 623290.1313542477 3353156.150753567, 623288.921167908 3353156.797588232, 623287.8604144092 3353157.66812535, 623286.9898657987 3353158.728907962, 623286.3429720276 3353159.939080899, 623285.9445895462 3353161.252260733, 623285.8101008127 3353162.617855944, 623285.9446174598 3353163.983496414, 623286.3429615434 3353165.296695846, 623286.9898353548 3353166.50684881, 623287.8603708913 3353167.567675449, 623288.9210814928 3353168.438118952, 623290.1313704376 3353169.08502276, 623291.444490073 3353169.483363076, 623292.8101207158 3353169.617829755, 623294.1757106843 3353169.483395644, 623295.488884134 3353169.085011248, 623296.6990695731 3353168.438177333, 623297.7598228166 3353167.56764107, 623298.630371855 3353166.506859293, 623299.2772666715 3353165.296687043, 623299.6756506586 3353163.983507638, 623299.810141126 3353162.617912539)",2022-07-12 05:00:00+00:00,0.10277513981217684,NA,NA,0.0,NA,NA,0.10277513981217684,NA,NA,0.0,NA,NA,30935.31708346523,NA,NA
